c,tree_formula,proven_lower,explicit_upper,sampled_peak,points,source_error,target_error,largest_rank2_tail,smallest_psd_eigenvalue,largest_effective_norm,nonsymmetric_saddle_loss,nonsymmetric_saddle_alpha,nonsymmetric_saddle_beta,observed_distance_bound,h1_lower,h1_upper,h2_lower,h2_upper,missing_lower,opposite_cross_det_lower
0.5,0.125,0.125001,0.1912519659385527,0.1912519659385527,1001,6.280369834735101e-16,3.8459253727671276e-16,3.7292806798857783e-16,-1.0030242445911142e-15,3.1622776601683795,0.125,0.0,2.8125,0.0020203050891044213,0.3103043478260869,0.35697840755735477,0.3148603425559947,0.3521983805668016,1.572,1.996991
